girder,member_index,member_name,member_key,girder_parameter,scibmad_property,coefficient
GIRDER_1AB,1012,HX1A,Kicker,x_pitch,y_rot,1.0000000000046365
GIRDER_1AB,1012,HX1A,Kicker,x_pitch,tilt,0.0
GIRDER_1AB,1014,DQX1B,SBend,x_pitch,x_offset,-0.13485563191140135
GIRDER_1AB,1014,DQX1B,SBend,x_pitch,y_offset,0.0
GIRDER_1AB,1014,DQX1B,SBend,x_pitch,z_offset,-0.06290048962243056
GIRDER_1AB,1014,DQX1B,SBend,x_pitch,x_rot,0.0
GIRDER_1AB,1014,DQX1B,SBend,x_pitch,y_rot,1.0000000000000824
GIRDER_1AB,1014,DQX1B,SBend,x_pitch,tilt,0.0
GIRDER_1AB,1016,HX1B,Kicker,x_pitch,x_offset,1.3511131614352134
GIRDER_1AB,1016,HX1B,Kicker,x_pitch,y_offset,0.0
GIRDER_1AB,1016,HX1B,Kicker,x_pitch,z_offset,-0.07976044502644442
GIRDER_1AB,1016,HX1B,Kicker,x_pitch,x_rot,0.0
GIRDER_1AB,1016,HX1B,Kicker,x_pitch,y_rot,0.9999999999976975
GIRDER_1AB,1016,HX1B,Kicker,x_pitch,tilt,0.0
GIRDER_1AB,1018,DET_X1B,Marker,x_pitch,x_offset,1.5426131614315604
GIRDER_1AB,1018,DET_X1B,Marker,x_pitch,y_offset,0.0
GIRDER_1AB,1018,DET_X1B,Marker,x_pitch,z_offset,-0.07976044502644442
GIRDER_1AB,1018,DET_X1B,Marker,x_pitch,x_rot,0.0
GIRDER_1AB,1018,DET_X1B,Marker,x_pitch,y_rot,0.9999999999976975
GIRDER_1AB,1018,DET_X1B,Marker,x_pitch,tilt,0.0
GIRDER_1AB,1020,VX1B,Kicker,x_pitch,x_offset,1.709613161433865
GIRDER_1AB,1020,VX1B,Kicker,x_pitch,y_offset,0.0
GIRDER_1AB,1020,VX1B,Kicker,x_pitch,z_offset,-0.07976044502644442
GIRDER_1AB,1020,VX1B,Kicker,x_pitch,x_rot,0.0
GIRDER_1AB,1020,VX1B,Kicker,x_pitch,y_rot,0.9999999999976975
GIRDER_1AB,1020,VX1B,Kicker,x_pitch,tilt,0.0
GIRDER_1AB,1022,QX1B,Quadrupole,x_pitch,x_offset,2.0856131614302447
GIRDER_1AB,1022,QX1B,Quadrupole,x_pitch,y_offset,0.0
GIRDER_1AB,1022,QX1B,Quadrupole,x_pitch,z_offset,-0.07976044513746672
GIRDER_1AB,1022,QX1B,Quadrupole,x_pitch,x_rot,0.0
GIRDER_1AB,1022,QX1B,Quadrupole,x_pitch,y_rot,0.9999999999976975
GIRDER_1AB,1022,QX1B,Quadrupole,x_pitch,tilt,0.0
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,x_pitch,x_offset,2.2666131614321183
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,x_pitch,y_offset,0.0
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,x_pitch,z_offset,-0.07976044513746672
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,x_pitch,x_rot,0.0
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,x_pitch,y_rot,0.9999999999976975
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,x_pitch,tilt,0.0
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,y_pitch,x_offset,0.0
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,y_pitch,y_offset,-2.268016082881419
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,y_pitch,z_offset,0.0
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,y_pitch,x_rot,-0.999215057679139
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,y_pitch,y_rot,0.0
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,y_pitch,tilt,-0.03961399383141398
GIRDER_1AB,1004,VX1A,Kicker,y_pitch,x_offset,0.0
GIRDER_1AB,1004,VX1A,Kicker,y_pitch,y_offset,-2.229945989183848
GIRDER_1AB,1004,VX1A,Kicker,y_pitch,z_offset,0.0
GIRDER_1AB,1004,VX1A,Kicker,y_pitch,x_rot,-0.999215057679139
GIRDER_1AB,1004,VX1A,Kicker,y_pitch,y_rot,0.0
GIRDER_1AB,1004,VX1A,Kicker,y_pitch,tilt,-0.03961399383141398
GIRDER_1AB,1006,DET_S1C,Marker,y_pitch,x_offset,0.0
GIRDER_1AB,1006,DET_S1C,Marker,y_pitch,y_offset,-2.080063730532004
GIRDER_1AB,1006,DET_S1C,Marker,y_pitch,z_offset,0.0
GIRDER_1AB,1006,DET_S1C,Marker,y_pitch,x_rot,-0.999215057679139
GIRDER_1AB,1006,DET_S1C,Marker,y_pitch,y_rot,0.0
GIRDER_1AB,1006,DET_S1C,Marker,y_pitch,tilt,-0.03961399383141398
GIRDER_1AB,1008,QX1A,Quadrupole,y_pitch,x_offset,0.0
GIRDER_1AB,1008,QX1A,Quadrupole,y_pitch,y_offset,-1.840252116689049
GIRDER_1AB,1008,QX1A,Quadrupole,y_pitch,z_offset,0.0
GIRDER_1AB,1008,QX1A,Quadrupole,y_pitch,x_rot,-0.999215057679139
GIRDER_1AB,1008,QX1A,Quadrupole,y_pitch,y_rot,0.0
GIRDER_1AB,1008,QX1A,Quadrupole,y_pitch,tilt,-0.03961399383141398
GIRDER_1AB,1010,DET_X1A,Marker,y_pitch,x_offset,0.0
GIRDER_1AB,1010,DET_X1A,Marker,y_pitch,y_offset,-1.6254208792880722
GIRDER_1AB,1010,DET_X1A,Marker,y_pitch,z_offset,0.0
GIRDER_1AB,1010,DET_X1A,Marker,y_pitch,x_rot,-0.999215057679139
GIRDER_1AB,1010,DET_X1A,Marker,y_pitch,y_rot,0.0
GIRDER_1AB,1010,DET_X1A,Marker,y_pitch,tilt,-0.03961399383141398
GIRDER_1AB,1012,HX1A,Kicker,y_pitch,x_offset,0.0
GIRDER_1AB,1012,HX1A,Kicker,y_pitch,y_offset,-1.4825331260399779
GIRDER_1AB,1012,HX1A,Kicker,y_pitch,z_offset,0.0
GIRDER_1AB,1012,HX1A,Kicker,y_pitch,x_rot,-0.999215057679139
GIRDER_1AB,1012,HX1A,Kicker,y_pitch,y_rot,0.0
GIRDER_1AB,1012,HX1A,Kicker,y_pitch,tilt,-0.03961399383141398
GIRDER_1AB,1014,DQX1B,SBend,y_pitch,x_offset,0.0
GIRDER_1AB,1014,DQX1B,SBend,y_pitch,y_offset,-0.1349464132350457
GIRDER_1AB,1014,DQX1B,SBend,y_pitch,z_offset,0.0
GIRDER_1AB,1014,DQX1B,SBend,y_pitch,x_rot,-0.9999975251183396
GIRDER_1AB,1014,DQX1B,SBend,y_pitch,y_rot,0.0
GIRDER_1AB,1014,DQX1B,SBend,y_pitch,tilt,-0.002224804979233961
GIRDER_1AB,1016,HX1B,Kicker,y_pitch,x_offset,0.0
GIRDER_1AB,1016,HX1B,Kicker,y_pitch,y_offset,1.3530823815921462
GIRDER_1AB,1016,HX1B,Kicker,y_pitch,z_offset,0.0
GIRDER_1AB,1016,HX1B,Kicker,y_pitch,x_rot,-0.999381432320503
GIRDER_1AB,1016,HX1B,Kicker,y_pitch,y_rot,0.0
GIRDER_1AB,1016,HX1B,Kicker,y_pitch,tilt,0.03516749540442592
GIRDER_1AB,1018,DET_X1B,Marker,y_pitch,x_offset,0.0
GIRDER_1AB,1018,DET_X1B,Marker,y_pitch,y_offset,1.5444639258814892
GIRDER_1AB,1018,DET_X1B,Marker,y_pitch,z_offset,0.0
GIRDER_1AB,1018,DET_X1B,Marker,y_pitch,x_rot,-0.999381432320503
GIRDER_1AB,1018,DET_X1B,Marker,y_pitch,y_rot,0.0
GIRDER_1AB,1018,DET_X1B,Marker,y_pitch,tilt,0.03516749540442592
GIRDER_1AB,1020,VX1B,Kicker,y_pitch,x_offset,0.0
GIRDER_1AB,1020,VX1B,Kicker,y_pitch,y_offset,1.711360625078989
GIRDER_1AB,1020,VX1B,Kicker,y_pitch,z_offset,0.0
GIRDER_1AB,1020,VX1B,Kicker,y_pitch,x_rot,-0.999381432320503
GIRDER_1AB,1020,VX1B,Kicker,y_pitch,y_rot,0.0
GIRDER_1AB,1020,VX1B,Kicker,y_pitch,tilt,0.03516749540442592
GIRDER_1AB,1022,QX1B,Quadrupole,y_pitch,x_offset,0.0
GIRDER_1AB,1022,QX1B,Quadrupole,y_pitch,y_offset,2.0871280436314352
GIRDER_1AB,1022,QX1B,Quadrupole,y_pitch,z_offset,0.0
GIRDER_1AB,1022,QX1B,Quadrupole,y_pitch,x_rot,-0.999381432320503
GIRDER_1AB,1022,QX1B,Quadrupole,y_pitch,y_rot,0.0
GIRDER_1AB,1022,QX1B,Quadrupole,y_pitch,tilt,0.03516749540442592
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,y_pitch,x_offset,0.0
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,y_pitch,y_offset,2.268016082881414
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,y_pitch,z_offset,0.0
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,y_pitch,x_rot,-0.999381432320503
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,y_pitch,y_rot,0.0
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,y_pitch,tilt,0.03516749540442592
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,tilt,x_offset,0.0
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,tilt,y_offset,-1.985233470127266e-16
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,tilt,z_offset,0.0
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,tilt,x_rot,-0.03961399383139421
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,tilt,y_rot,0.0
GIRDER_1AB,1003,GIRDER_1AB_START,Marker,tilt,tilt,0.9992150576791399
GIRDER_1AB,1004,VX1A,Kicker,tilt,x_offset,0.0
GIRDER_1AB,1004,VX1A,Kicker,tilt,y_offset,0.0015092931649733862
GIRDER_1AB,1004,VX1A,Kicker,tilt,z_offset,0.0
GIRDER_1AB,1004,VX1A,Kicker,tilt,x_rot,-0.03961399383139421
GIRDER_1AB,1004,VX1A,Kicker,tilt,y_rot,0.0
GIRDER_1AB,1004,VX1A,Kicker,tilt,tilt,0.9992150576791399
GIRDER_1AB,1006,DET_S1C,Marker,tilt,x_offset,0.0
GIRDER_1AB,1006,DET_S1C,Marker,tilt,y_offset,0.007451392239685057
GIRDER_1AB,1006,DET_S1C,Marker,tilt,z_offset,0.0
GIRDER_1AB,1006,DET_S1C,Marker,tilt,x_rot,-0.03961399383139421
GIRDER_1AB,1006,DET_S1C,Marker,tilt,y_rot,0.0
GIRDER_1AB,1006,DET_S1C,Marker,tilt,tilt,0.9992150576791399
GIRDER_1AB,1008,QX1A,Quadrupole,tilt,x_offset,0.0
GIRDER_1AB,1008,QX1A,Quadrupole,tilt,y_offset,0.01695875075921853
GIRDER_1AB,1008,QX1A,Quadrupole,tilt,z_offset,0.0
GIRDER_1AB,1008,QX1A,Quadrupole,tilt,x_rot,-0.03961399383139421
GIRDER_1AB,1008,QX1A,Quadrupole,tilt,y_rot,0.0
GIRDER_1AB,1008,QX1A,Quadrupole,tilt,tilt,0.9992150576791399
GIRDER_1AB,1010,DET_X1A,Marker,tilt,x_offset,0.0
GIRDER_1AB,1010,DET_X1A,Marker,tilt,y_offset,0.02547575943296916
GIRDER_1AB,1010,DET_X1A,Marker,tilt,z_offset,0.0
GIRDER_1AB,1010,DET_X1A,Marker,tilt,x_rot,-0.03961399383139421
GIRDER_1AB,1010,DET_X1A,Marker,tilt,y_rot,0.0
GIRDER_1AB,1010,DET_X1A,Marker,tilt,tilt,0.9992150576791399
GIRDER_1AB,1012,HX1A,Kicker,tilt,x_offset,0.0
GIRDER_1AB,1012,HX1A,Kicker,tilt,y_offset,0.0311405605508576
GIRDER_1AB,1012,HX1A,Kicker,tilt,z_offset,0.0
GIRDER_1AB,1012,HX1A,Kicker,tilt,x_rot,-0.03961399383139421
GIRDER_1AB,1012,HX1A,Kicker,tilt,y_rot,0.0
GIRDER_1AB,1012,HX1A,Kicker,tilt,tilt,0.9992150576791399
GIRDER_1AB,1014,DQX1B,SBend,tilt,x_offset,0.0
GIRDER_1AB,1014,DQX1B,SBend,tilt,y_offset,0.040654055098625914
GIRDER_1AB,1014,DQX1B,SBend,tilt,z_offset,0.0
GIRDER_1AB,1014,DQX1B,SBend,tilt,x_rot,-0.0022248049792328484
GIRDER_1AB,1014,DQX1B,SBend,tilt,y_rot,0.0
GIRDER_1AB,1014,DQX1B,SBend,tilt,tilt,0.9999975251183396
GIRDER_1AB,1016,HX1B,Kicker,tilt,x_offset,0.0
GIRDER_1AB,1016,HX1B,Kicker,tilt,y_offset,0.032195842042738086
GIRDER_1AB,1016,HX1B,Kicker,tilt,z_offset,0.0
GIRDER_1AB,1016,HX1B,Kicker,tilt,x_rot,0.035167495404408354
GIRDER_1AB,1016,HX1B,Kicker,tilt,y_rot,0.0
GIRDER_1AB,1016,HX1B,Kicker,tilt,tilt,0.9993814323205039
GIRDER_1AB,1018,DET_X1B,Marker,tilt,x_offset,0.0
GIRDER_1AB,1018,DET_X1B,Marker,tilt,y_offset,0.025461266672794622
GIRDER_1AB,1018,DET_X1B,Marker,tilt,z_offset,0.0
GIRDER_1AB,1018,DET_X1B,Marker,tilt,x_rot,0.035167495404408354
GIRDER_1AB,1018,DET_X1B,Marker,tilt,y_rot,0.0
GIRDER_1AB,1018,DET_X1B,Marker,tilt,tilt,0.9993814323205039
GIRDER_1AB,1020,VX1B,Kicker,tilt,x_offset,0.0
GIRDER_1AB,1020,VX1B,Kicker,tilt,y_offset,0.01958829494025683
GIRDER_1AB,1020,VX1B,Kicker,tilt,z_offset,0.0
GIRDER_1AB,1020,VX1B,Kicker,tilt,x_rot,0.035167495404408354
GIRDER_1AB,1020,VX1B,Kicker,tilt,y_rot,0.0
GIRDER_1AB,1020,VX1B,Kicker,tilt,tilt,0.9993814323205039
GIRDER_1AB,1022,QX1B,Quadrupole,tilt,x_offset,0.0
GIRDER_1AB,1022,QX1B,Quadrupole,tilt,y_offset,0.006365316668198881
GIRDER_1AB,1022,QX1B,Quadrupole,tilt,z_offset,0.0
GIRDER_1AB,1022,QX1B,Quadrupole,tilt,x_rot,0.035167495404408354
GIRDER_1AB,1022,QX1B,Quadrupole,tilt,y_rot,0.0
GIRDER_1AB,1022,QX1B,Quadrupole,tilt,tilt,0.9993814323205039
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,tilt,x_offset,0.0
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,tilt,y_offset,2.170521927339145e-15
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,tilt,z_offset,0.0
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,tilt,x_rot,0.035167495404408354
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,tilt,y_rot,0.0
GIRDER_1AB,1023,GIRDER_1AB_END,Marker,tilt,tilt,0.9993814323205039
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,x_offset,x_offset,0.9993885117812183
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,x_offset,y_offset,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,x_offset,z_offset,0.03496573350858512
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,x_offset,x_rot,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,x_offset,y_rot,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,x_offset,tilt,0.0
GIRDER_1CD,1026,QX1C,Quadrupole,x_offset,x_offset,0.9993885117812183
GIRDER_1CD,1026,QX1C,Quadrupole,x_offset,y_offset,0.0
GIRDER_1CD,1026,QX1C,Quadrupole,x_offset,z_offset,0.03496573350858512
GIRDER_1CD,1026,QX1C,Quadrupole,x_offset,x_rot,0.0
GIRDER_1CD,1026,QX1C,Quadrupole,x_offset,y_rot,0.0
GIRDER_1CD,1026,QX1C,Quadrupole,x_offset,tilt,0.0
GIRDER_1CD,1028,VX1C#1,Kicker,x_offset,x_offset,0.9993885117812183
GIRDER_1CD,1028,VX1C#1,Kicker,x_offset,y_offset,0.0
GIRDER_1CD,1028,VX1C#1,Kicker,x_offset,z_offset,0.03496573353078958
GIRDER_1CD,1028,VX1C#1,Kicker,x_offset,x_rot,0.0
GIRDER_1CD,1028,VX1C#1,Kicker,x_offset,y_rot,0.0
GIRDER_1CD,1028,VX1C#1,Kicker,x_offset,tilt,0.0
GIRDER_1CD,1029,DET_X1C,Marker,x_offset,x_offset,0.9993885117812183
GIRDER_1CD,1029,DET_X1C,Marker,x_offset,y_offset,0.0
GIRDER_1CD,1029,DET_X1C,Marker,x_offset,z_offset,0.03496573353078958
GIRDER_1CD,1029,DET_X1C,Marker,x_offset,x_rot,0.0
GIRDER_1CD,1029,DET_X1C,Marker,x_offset,y_rot,0.0
GIRDER_1CD,1029,DET_X1C,Marker,x_offset,tilt,0.0
GIRDER_1CD,1030,VX1C#2,Kicker,x_offset,x_offset,0.9993885117812183
GIRDER_1CD,1030,VX1C#2,Kicker,x_offset,y_offset,0.0
GIRDER_1CD,1030,VX1C#2,Kicker,x_offset,z_offset,0.03496573353078958
GIRDER_1CD,1030,VX1C#2,Kicker,x_offset,x_rot,0.0
GIRDER_1CD,1030,VX1C#2,Kicker,x_offset,y_rot,0.0
GIRDER_1CD,1030,VX1C#2,Kicker,x_offset,tilt,0.0
GIRDER_1CD,1032,HX1C,Kicker,x_offset,x_offset,0.9993885117812183
GIRDER_1CD,1032,HX1C,Kicker,x_offset,y_offset,0.0
GIRDER_1CD,1032,HX1C,Kicker,x_offset,z_offset,0.03496573353078958
GIRDER_1CD,1032,HX1C,Kicker,x_offset,x_rot,0.0
GIRDER_1CD,1032,HX1C,Kicker,x_offset,y_rot,0.0
GIRDER_1CD,1032,HX1C,Kicker,x_offset,tilt,0.0
GIRDER_1CD,1034,DQX1D,SBend,x_offset,x_offset,0.9999970555826797
GIRDER_1CD,1034,DQX1D,SBend,x_offset,y_offset,0.0
GIRDER_1CD,1034,DQX1D,SBend,x_offset,z_offset,-0.002426690473567028
GIRDER_1CD,1034,DQX1D,SBend,x_offset,x_rot,0.0
GIRDER_1CD,1034,DQX1D,SBend,x_offset,y_rot,0.0
GIRDER_1CD,1034,DQX1D,SBend,x_offset,tilt,0.0
GIRDER_1CD,1036,HX1D,Kicker,x_offset,x_offset,0.9992070398034957
GIRDER_1CD,1036,HX1D,Kicker,x_offset,y_offset,0.0
GIRDER_1CD,1036,HX1D,Kicker,x_offset,z_offset,-0.03981572058719962
GIRDER_1CD,1036,HX1D,Kicker,x_offset,x_rot,0.0
GIRDER_1CD,1036,HX1D,Kicker,x_offset,y_rot,0.0
GIRDER_1CD,1036,HX1D,Kicker,x_offset,tilt,0.0
GIRDER_1CD,1038,QX1D,Quadrupole,x_offset,x_offset,0.9992070398034957
GIRDER_1CD,1038,QX1D,Quadrupole,x_offset,y_offset,0.0
GIRDER_1CD,1038,QX1D,Quadrupole,x_offset,z_offset,-0.03981572058719962
GIRDER_1CD,1038,QX1D,Quadrupole,x_offset,x_rot,0.0
GIRDER_1CD,1038,QX1D,Quadrupole,x_offset,y_rot,0.0
GIRDER_1CD,1038,QX1D,Quadrupole,x_offset,tilt,0.0
GIRDER_1CD,1040,DET_X1D,Marker,x_offset,x_offset,0.9992070398034957
GIRDER_1CD,1040,DET_X1D,Marker,x_offset,y_offset,0.0
GIRDER_1CD,1040,DET_X1D,Marker,x_offset,z_offset,-0.03981572058719962
GIRDER_1CD,1040,DET_X1D,Marker,x_offset,x_rot,0.0
GIRDER_1CD,1040,DET_X1D,Marker,x_offset,y_rot,0.0
GIRDER_1CD,1040,DET_X1D,Marker,x_offset,tilt,0.0
GIRDER_1CD,1042,DET_S2A,Marker,x_offset,x_offset,0.9992070398034957
GIRDER_1CD,1042,DET_S2A,Marker,x_offset,y_offset,0.0
GIRDER_1CD,1042,DET_S2A,Marker,x_offset,z_offset,-0.03981572058719962
GIRDER_1CD,1042,DET_S2A,Marker,x_offset,x_rot,0.0
GIRDER_1CD,1042,DET_S2A,Marker,x_offset,y_rot,0.0
GIRDER_1CD,1042,DET_S2A,Marker,x_offset,tilt,0.0
GIRDER_1CD,1044,VX1D,Kicker,x_offset,x_offset,0.9992070398034957
GIRDER_1CD,1044,VX1D,Kicker,x_offset,y_offset,0.0
GIRDER_1CD,1044,VX1D,Kicker,x_offset,z_offset,-0.03981572058719962
GIRDER_1CD,1044,VX1D,Kicker,x_offset,x_rot,0.0
GIRDER_1CD,1044,VX1D,Kicker,x_offset,y_rot,0.0
GIRDER_1CD,1044,VX1D,Kicker,x_offset,tilt,0.0
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,x_offset,x_offset,0.9992070398034957
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,x_offset,y_offset,0.0
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,x_offset,z_offset,-0.03981572058719962
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,x_offset,x_rot,0.0
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,x_offset,y_rot,0.0
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,x_offset,tilt,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,y_offset,x_offset,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,y_offset,y_offset,1.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,y_offset,z_offset,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,y_offset,x_rot,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,y_offset,y_rot,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,y_offset,tilt,0.0
GIRDER_1CD,1026,QX1C,Quadrupole,y_offset,x_offset,0.0
GIRDER_1CD,1026,QX1C,Quadrupole,y_offset,y_offset,1.0
GIRDER_1CD,1026,QX1C,Quadrupole,y_offset,z_offset,0.0
GIRDER_1CD,1026,QX1C,Quadrupole,y_offset,x_rot,0.0
GIRDER_1CD,1026,QX1C,Quadrupole,y_offset,y_rot,0.0
GIRDER_1CD,1026,QX1C,Quadrupole,y_offset,tilt,0.0
GIRDER_1CD,1028,VX1C#1,Kicker,y_offset,x_offset,0.0
GIRDER_1CD,1028,VX1C#1,Kicker,y_offset,y_offset,1.0
GIRDER_1CD,1028,VX1C#1,Kicker,y_offset,z_offset,0.0
GIRDER_1CD,1028,VX1C#1,Kicker,y_offset,x_rot,0.0
GIRDER_1CD,1028,VX1C#1,Kicker,y_offset,y_rot,0.0
GIRDER_1CD,1028,VX1C#1,Kicker,y_offset,tilt,0.0
GIRDER_1CD,1029,DET_X1C,Marker,y_offset,x_offset,0.0
GIRDER_1CD,1029,DET_X1C,Marker,y_offset,y_offset,1.0
GIRDER_1CD,1029,DET_X1C,Marker,y_offset,z_offset,0.0
GIRDER_1CD,1029,DET_X1C,Marker,y_offset,x_rot,0.0
GIRDER_1CD,1029,DET_X1C,Marker,y_offset,y_rot,0.0
GIRDER_1CD,1029,DET_X1C,Marker,y_offset,tilt,0.0
GIRDER_1CD,1030,VX1C#2,Kicker,y_offset,x_offset,0.0
GIRDER_1CD,1030,VX1C#2,Kicker,y_offset,y_offset,1.0
GIRDER_1CD,1030,VX1C#2,Kicker,y_offset,z_offset,0.0
GIRDER_1CD,1030,VX1C#2,Kicker,y_offset,x_rot,0.0
GIRDER_1CD,1030,VX1C#2,Kicker,y_offset,y_rot,0.0
GIRDER_1CD,1030,VX1C#2,Kicker,y_offset,tilt,0.0
GIRDER_1CD,1032,HX1C,Kicker,y_offset,x_offset,0.0
GIRDER_1CD,1032,HX1C,Kicker,y_offset,y_offset,1.0
GIRDER_1CD,1032,HX1C,Kicker,y_offset,z_offset,0.0
GIRDER_1CD,1032,HX1C,Kicker,y_offset,x_rot,0.0
GIRDER_1CD,1032,HX1C,Kicker,y_offset,y_rot,0.0
GIRDER_1CD,1032,HX1C,Kicker,y_offset,tilt,0.0
GIRDER_1CD,1034,DQX1D,SBend,y_offset,x_offset,0.0
GIRDER_1CD,1034,DQX1D,SBend,y_offset,y_offset,1.0
GIRDER_1CD,1034,DQX1D,SBend,y_offset,z_offset,0.0
GIRDER_1CD,1034,DQX1D,SBend,y_offset,x_rot,0.0
GIRDER_1CD,1034,DQX1D,SBend,y_offset,y_rot,0.0
GIRDER_1CD,1034,DQX1D,SBend,y_offset,tilt,0.0
GIRDER_1CD,1036,HX1D,Kicker,y_offset,x_offset,0.0
GIRDER_1CD,1036,HX1D,Kicker,y_offset,y_offset,1.0
GIRDER_1CD,1036,HX1D,Kicker,y_offset,z_offset,0.0
GIRDER_1CD,1036,HX1D,Kicker,y_offset,x_rot,0.0
GIRDER_1CD,1036,HX1D,Kicker,y_offset,y_rot,0.0
GIRDER_1CD,1036,HX1D,Kicker,y_offset,tilt,0.0
GIRDER_1CD,1038,QX1D,Quadrupole,y_offset,x_offset,0.0
GIRDER_1CD,1038,QX1D,Quadrupole,y_offset,y_offset,1.0
GIRDER_1CD,1038,QX1D,Quadrupole,y_offset,z_offset,0.0
GIRDER_1CD,1038,QX1D,Quadrupole,y_offset,x_rot,0.0
GIRDER_1CD,1038,QX1D,Quadrupole,y_offset,y_rot,0.0
GIRDER_1CD,1038,QX1D,Quadrupole,y_offset,tilt,0.0
GIRDER_1CD,1040,DET_X1D,Marker,y_offset,x_offset,0.0
GIRDER_1CD,1040,DET_X1D,Marker,y_offset,y_offset,1.0
GIRDER_1CD,1040,DET_X1D,Marker,y_offset,z_offset,0.0
GIRDER_1CD,1040,DET_X1D,Marker,y_offset,x_rot,0.0
GIRDER_1CD,1040,DET_X1D,Marker,y_offset,y_rot,0.0
GIRDER_1CD,1040,DET_X1D,Marker,y_offset,tilt,0.0
GIRDER_1CD,1042,DET_S2A,Marker,y_offset,x_offset,0.0
GIRDER_1CD,1042,DET_S2A,Marker,y_offset,y_offset,1.0
GIRDER_1CD,1042,DET_S2A,Marker,y_offset,z_offset,0.0
GIRDER_1CD,1042,DET_S2A,Marker,y_offset,x_rot,0.0
GIRDER_1CD,1042,DET_S2A,Marker,y_offset,y_rot,0.0
GIRDER_1CD,1042,DET_S2A,Marker,y_offset,tilt,0.0
GIRDER_1CD,1044,VX1D,Kicker,y_offset,x_offset,0.0
GIRDER_1CD,1044,VX1D,Kicker,y_offset,y_offset,1.0
GIRDER_1CD,1044,VX1D,Kicker,y_offset,z_offset,0.0
GIRDER_1CD,1044,VX1D,Kicker,y_offset,x_rot,0.0
GIRDER_1CD,1044,VX1D,Kicker,y_offset,y_rot,0.0
GIRDER_1CD,1044,VX1D,Kicker,y_offset,tilt,0.0
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,y_offset,x_offset,0.0
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,y_offset,y_offset,1.0
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,y_offset,z_offset,0.0
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,y_offset,x_rot,0.0
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,y_offset,y_rot,0.0
GIRDER_1CD,1045,GIRDER_1CD_END,Marker,y_offset,tilt,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,z_offset,x_offset,-0.03496573352801402
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,z_offset,y_offset,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,z_offset,z_offset,0.9993885117687283
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,z_offset,x_rot,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,z_offset,y_rot,0.0
GIRDER_1CD,1025,GIRDER_1CD_START,Marker,z_offset,tilt,0.0
