"sample_id","Q1_signed","Q2_signed","Qx_fractional","Qy_fractional","slip_tps_constant","xi_1","xi_2","slip_factor","twiss_seconds"
"31","-0.46999336955153237","-0.4206362165978551","0.5300066304484676","0.5793637834021449","0.0","-1.1718512819504432","-0.9787280347205376","-8.842379285689978","0.0730958111"
"32","-0.46951978400703615","-0.4204909804643385","0.5304802159929638","0.5795090195356615","0.0","-1.1677058596554628","-0.9777328968179241","-8.841614050677947","0.0730958111"
"33","-0.46963541384603935","-0.42057707622080204","0.5303645861539606","0.5794229237791979","0.0","-1.166475607920062","-0.9980343168639082","-8.842848176120109","0.0730958111"
"34","-0.4697685884750886","-0.42144285897692313","0.5302314115249114","0.5785571410230769","0.0","-1.179227118417477","-0.9508794473810409","-8.84165392740491","0.0730958111"
"35","-0.4697704965974521","-0.4204637918566017","0.5302295034025479","0.5795362081433983","0.0","-1.1658059434453156","-0.96927721388389","-8.84240791353705","0.0730958111"
"36","-0.4698953069838489","-0.4208397438366704","0.530104693016151","0.5791602561633296","0.0","-1.1695449849451856","-0.9750244550161965","-8.84221081051529","0.0730958111"
"37","-0.46987951564397273","-0.4213784810623062","0.5301204843560272","0.5786215189376938","0.0","-1.1748481735481473","-0.9531093476725788","-8.84218348790854","0.0730958111"
"38","-0.4699726901079356","-0.4207545304799072","0.5300273098920645","0.5792454695200928","0.0","-1.1690384971723293","-0.9605333398525943","-8.842504378951825","0.0730958111"
"39","-0.47001589640853936","-0.42068839801949426","0.5299841035914606","0.5793116019805058","0.0","-1.1719904084416237","-0.9785812443672576","-8.842417632367534","0.0730958111"
"40","-0.4698639051335232","-0.4208980845478603","0.5301360948664768","0.5791019154521397","0.0","-1.1826687742712987","-0.952146162608461","-8.842345459604466","0.0730958111"
"41","-0.46969348991791166","-0.4211690884984236","0.5303065100820883","0.5788309115015764","0.0","-1.1740237199518249","-0.9691892333608424","-8.841745977407907","0.0730958111"
"42","-0.4695583197655561","-0.42135244076092127","0.5304416802344438","0.5786475592390787","0.0","-1.1763552460649749","-0.95392304412252","-8.84205534879501","0.0730958111"
"43","-0.4696838567766258","-0.4215118736763403","0.5303161432233743","0.5784881263236596","0.0","-1.1799488231891395","-0.9424349642912955","-8.841719940823152","0.0730958111"
"44","-0.46983497411543584","-0.4216145545687804","0.5301650258845642","0.5783854454312196","0.0","-1.1750958268603817","-0.9769888166135419","-8.841554048707577","0.0730958111"
"45","-0.46974917205009376","-0.4210936385842641","0.5302508279499063","0.5789063614157359","0.0","-1.1752768931309425","-0.9568699193619735","-8.842172722631968","0.0730958111"
"46","-0.4699225538350384","-0.4208970878804228","0.5300774461649616","0.5791029121195772","0.0","-1.16882966377935","-0.9705009816153746","-8.842445164061864","0.0730958111"
"47","-0.46980964442213086","-0.42117752369632516","0.5301903555778691","0.5788224763036749","0.0","-1.1696417862057082","-0.9706755853244408","-8.842926914074093","0.0730958111"
"48","-0.469895029385626","-0.4205148025746876","0.530104970614374","0.5794851974253123","0.0","-1.168790253170035","-0.9850482013657174","-8.84218941424504","0.0730958111"
"49","-0.46976227169678775","-0.42114901874818533","0.5302377283032123","0.5788509812518147","0.0","-1.1692987087821132","-0.9603615113066307","-8.842696143237893","0.0730958111"
"50","-0.46984710380379524","-0.42126452905126377","0.5301528961962048","0.5787354709487362","0.0","-1.1737350146801202","-0.9534500881172696","-8.842767217012033","0.0730958111"
"51","-0.46967729747314024","-0.4209530658615624","0.5303227025268598","0.5790469341384377","0.0","-1.1791591463350148","-0.964020607054727","-8.842446774936272","0.0730958111"
"52","-0.46970190506947584","-0.42133798215214713","0.5302980949305242","0.5786620178478529","0.0","-1.1710781008968418","-0.957575859717077","-8.842036568184929","0.0730958111"
"53","-0.46979396027008574","-0.42062131881184484","0.5302060397299142","0.5793786811881552","0.0","-1.1641502328417577","-0.9788398216592364","-8.841911712211244","0.0730958111"
"54","-0.47009943569040064","-0.4207072484601104","0.5299005643095993","0.5792927515398896","0.0","-1.168462392027089","-0.9829700670161047","-8.842524473718527","0.0730958111"
"55","-0.46986111000424824","-0.4202170325276809","0.5301388899957518","0.5797829674723192","0.0","-1.1767767843260937","-0.9499245042362665","-8.842464063563728","0.0730958111"
"56","-0.46988417226107365","-0.4207473891783235","0.5301158277389264","0.5792526108216765","0.0","-1.1755249516805697","-0.9776822898352195","-8.842363233013685","0.0730958111"
"57","-0.4697799368353714","-0.42174206772056694","0.5302200631646286","0.578257932279433","0.0","-1.1806901122010252","-0.9513866019943505","-8.841761457059908","0.0730958111"
"58","-0.4698357216638748","-0.4206808268750011","0.5301642783361252","0.5793191731249989","0.0","-1.1728220220489087","-0.9753838043190677","-8.84186711345919","0.0730958111"
"59","-0.470156024764727","-0.42076550265013485","0.529843975235273","0.5792344973498651","0.0","-1.1716178329895632","-0.9593838038224296","-8.843153738595642","0.0730958111"
"60","-0.4695621771514403","-0.4210837301228051","0.5304378228485598","0.5789162698771949","0.0","-1.1671302347264056","-0.9689933583622152","-8.842297347371975","0.0730958111"
"61","-0.4697308205072747","-0.420850621180048","0.5302691794927252","0.579149378819952","0.0","-1.172022838836549","-0.9636369387702161","-8.84154353900088","0.0730958111"
"62","-0.469805357167429","-0.4208787573686197","0.530194642832571","0.5791212426313803","0.0","-1.1676129448503443","-0.956021794375659","-8.842738038538956","0.0730958111"
"63","-0.46992097320161663","-0.4208718851189928","0.5300790267983834","0.5791281148810072","0.0","-1.1772379701526197","-0.9522548079346361","-8.842126095437289","0.0730958111"
"64","-0.4697443230364958","-0.4212728595054179","0.5302556769635042","0.5787271404945822","0.0","-1.1752289447640745","-0.973052890775646","-8.842373161354073","0.0730958111"
"65","-0.4696732370901083","-0.42107653550835095","0.5303267629098918","0.578923464491649","0.0","-1.1711323016380732","-0.955784818359393","-8.842038887080442","0.0730958111"
"66","-0.4699844588689478","-0.42107367730876744","0.5300155411310522","0.5789263226912326","0.0","-1.1707487247715265","-0.9592570911119057","-8.842708904435288","0.0730958111"
"67","-0.469944207701792","-0.4208810746263869","0.530055792298208","0.5791189253736131","0.0","-1.174644508505082","-0.9626824056985727","-8.842667729328165","0.0730958111"
"68","-0.4699046703382549","-0.42134298822020977","0.5300953296617451","0.5786570117797902","0.0","-1.1695610881782867","-0.958918123056028","-8.841906074366502","0.0730958111"
"69","-0.46951585153408704","-0.4217777594357812","0.530484148465913","0.5782222405642188","0.0","-1.1891560718959044","-0.9251892674141567","-8.84166836424775","0.0730958111"
"70","-0.46986119476015187","-0.42121557127548775","0.5301388052398481","0.5787844287245123","0.0","-1.176633234757692","-0.9687904282797349","-8.841955611488057","0.0730958111"
"71","-0.46966179616462383","-0.4208370980752317","0.5303382038353761","0.5791629019247684","0.0","-1.172247651367403","-0.9781720367139461","-8.841923739855998","0.0730958111"
"72","-0.4696648946525801","-0.42087207412963024","0.5303351053474199","0.5791279258703698","0.0","-1.1679775428000128","-0.976418305110823","-8.842087906479575","0.0730958111"
"73","-0.47023917223002415","-0.420461742498796","0.5297608277699759","0.579538257501204","0.0","-1.169503071227984","-0.967330671027584","-8.84343605493975","0.0730958111"
"74","-0.46996349502265444","-0.42087792660693035","0.5300365049773456","0.5791220733930696","0.0","-1.164119303807372","-0.9818368573522575","-8.843315662248914","0.0730958111"
"75","-0.4698486132021951","-0.4212868175509481","0.5301513867978049","0.5787131824490519","0.0","-1.1730104666405643","-0.9799452174684231","-8.84253031746489","0.0730958111"
"76","-0.46960826334027866","-0.42165013368352683","0.5303917366597213","0.5783498663164732","0.0","-1.1767899411600964","-0.9800831523573471","-8.842148771537667","0.0730958111"
"77","-0.46996512321036926","-0.42104049864889914","0.5300348767896308","0.5789595013511009","0.0","-1.1757180233591071","-0.954975979226293","-8.841782892751368","0.0730958111"
"78","-0.4697584839384957","-0.4208603750369419","0.5302415160615044","0.579139624963058","0.0","-1.1792968727255368","-0.9514932141162529","-8.842433356459441","0.0730958111"
"79","-0.46992082367166477","-0.4208177955593473","0.5300791763283352","0.5791822044406527","0.0","-1.18232424568663","-0.9443948109313178","-8.841851799447968","0.0730958111"
"80","-0.47013504126401334","-0.42080642721251815","0.5298649587359867","0.5791935727874818","0.0","-1.1679127992459495","-0.9710781729238217","-8.84273592921261","0.0730958111"
"81","-0.469823834297442","-0.42092078637409913","0.530176165702558","0.5790792136259009","0.0","-1.1635354632029413","-0.9865828767180435","-8.842834163539179","0.0730958111"
"82","-0.4698502173620606","-0.4209089415557191","0.5301497826379393","0.5790910584442809","0.0","-1.1794922367808343","-0.9516863472963094","-8.842009047893795","0.0730958111"
"83","-0.469984260761751","-0.421241335635838","0.530015739238249","0.578758664364162","0.0","-1.1771011281287382","-0.9415385381503444","-8.842409895039747","0.0730958111"
"84","-0.46981820574019545","-0.4207412886795213","0.5301817942598046","0.5792587113204787","0.0","-1.169247175011248","-0.9751923998910914","-8.841898286516217","0.0730958111"
"85","-0.46978456658367873","-0.420881247464906","0.5302154334163213","0.579118752535094","0.0","-1.1758247878304178","-0.9801174426261704","-8.842162448396861","0.0730958111"
"86","-0.4700958306138807","-0.42127175655570226","0.5299041693861193","0.5787282434442977","0.0","-1.1790271638675418","-0.9586697502986173","-8.841894567616754","0.0730958111"
"87","-0.4698983177281609","-0.4210429160434808","0.5301016822718392","0.5789570839565192","0.0","-1.174957900283704","-0.9747823638268831","-8.84263865756797","0.0730958111"
"88","-0.470038501648937","-0.4211791475375374","0.529961498351063","0.5788208524624626","0.0","-1.1700966504461907","-0.9569021461630628","-8.841853414538399","0.0730958111"
"89","-0.46984758162177537","-0.42142751050159233","0.5301524183782247","0.5785724894984077","0.0","-1.1846612343347633","-0.9472612353669991","-8.842687529151965","0.0730958111"
"90","-0.46981801384743094","-0.42061166433114366","0.5301819861525691","0.5793883356688563","0.0","-1.1774961072104164","-0.948459675183249","-8.84277328187443","0.0730958111"
"91","-0.470049749774381","-0.42038494826373946","0.529950250225619","0.5796150517362606","0.0","-1.1687527621912919","-0.971069242699623","-8.843229784404647","0.0730958111"
"92","-0.4700175746523094","-0.42113995343977184","0.5299824253476906","0.5788600465602282","0.0","-1.1763542386210901","-0.9666100274861389","-8.84274212843921","0.0730958111"
"93","-0.46983991339085346","-0.4209835117964096","0.5301600866091465","0.5790164882035904","0.0","-1.1768481807443913","-0.9515422509765807","-8.842550111117964","0.0730958111"
"94","-0.4700082289845409","-0.42100597385808414","0.5299917710154591","0.5789940261419159","0.0","-1.1727755543272298","-0.9555129178393302","-8.842755851892866","0.0730958111"
"95","-0.46984444967052735","-0.4206825530276574","0.5301555503294726","0.5793174469723426","0.0","-1.1740714520549635","-0.9640218233275617","-8.842363482660003","0.0730958111"
"96","-0.46989728090998384","-0.4210759937834012","0.5301027190900162","0.5789240062165988","0.0","-1.1766149981853098","-0.9577351483125401","-8.842188988079757","0.0730958111"
"97","-0.4698527975428723","-0.42115333850013564","0.5301472024571277","0.5788466614998644","0.0","-1.1550803097252214","-0.9913345454499544","-8.842456245684772","0.0730958111"
"98","-0.47013669546796233","-0.4206199929453855","0.5298633045320377","0.5793800070546145","0.0","-1.162463222301973","-0.9920230911284807","-8.842609789208733","0.0730958111"
"99","-0.4697541429829736","-0.4209319432571534","0.5302458570170264","0.5790680567428466","0.0","-1.173567059459926","-0.9604990192469872","-8.842016529203335","0.0730958111"
"100","-0.4699466482952214","-0.42168871343605663","0.5300533517047785","0.5783112865639434","0.0","-1.1810904664619792","-0.9604838305499241","-8.841675924638098","0.0730958111"
"101","-0.46987094690995795","-0.42053699000493244","0.530129053090042","0.5794630099950675","0.0","-1.1711503468772193","-0.9726110123376518","-8.842175390145973","0.0730958111"
"102","-0.46974518385246733","-0.4208857540621575","0.5302548161475327","0.5791142459378424","0.0","-1.1723490759540371","-0.9574840545341592","-8.84227765184094","0.0730958111"
"103","-0.4699185865686803","-0.42033385646080934","0.5300814134313196","0.5796661435391907","0.0","-1.1702876449413064","-0.9570210566131366","-8.842583529992709","0.0730958111"
"104","-0.4699164582594595","-0.4213046362016033","0.5300835417405405","0.5786953637983967","0.0","-1.1684206103611507","-0.9886015482838462","-8.842599631204722","0.0730958111"
"105","-0.469796760925152","-0.4205825335624795","0.530203239074848","0.5794174664375205","0.0","-1.1732503742711964","-0.9689213058481251","-8.842797894555055","0.0730958111"
"106","-0.4697061778833555","-0.42199808491473","0.5302938221166444","0.57800191508527","0.0","-1.177058721176643","-0.9679913743044131","-8.841327750011171","0.0730958111"
"107","-0.46961663770516165","-0.4215752675476931","0.5303833622948384","0.5784247324523069","0.0","-1.1808060459631444","-0.960870441909852","-8.841788997647484","0.0730958111"
"108","-0.4697233103716125","-0.4211495694262197","0.5302766896283875","0.5788504305737803","0.0","-1.1760972562424272","-0.9552255716480685","-8.841626737751833","0.0730958111"
"109","-0.46958369674733025","-0.421051335215724","0.5304163032526698","0.578948664784276","0.0","-1.1787968122602386","-0.9663557042626115","-8.841962380564803","0.0730958111"
"110","-0.4697220227966977","-0.42072292508028875","0.5302779772033023","0.5792770749197113","0.0","-1.1662644934341604","-0.9771406463740002","-8.842378802776667","0.0730958111"
"111","-0.4697507836520761","-0.42131812541577945","0.5302492163479239","0.5786818745842206","0.0","-1.1798082012035234","-0.9549268009796917","-8.842432919786827","0.0730958111"
"112","-0.4699065960116536","-0.42139423473509885","0.5300934039883465","0.5786057652649012","0.0","-1.1665416345616195","-0.9866499003221211","-8.842925053669433","0.0730958111"
"113","-0.47017869236364723","-0.42062736903667325","0.5298213076363527","0.5793726309633267","0.0","-1.169075690092954","-0.9829215742440598","-8.842587135389062","0.0730958111"
"114","-0.46983823870504093","-0.4204697422388859","0.5301617612949591","0.5795302577611141","0.0","-1.1671472499702333","-0.9571297167908415","-8.843086870578437","0.0730958111"
"115","-0.4699737896902406","-0.41996552832858475","0.5300262103097594","0.5800344716714152","0.0","-1.1645817530436051","-0.9724675915338407","-8.842293909260196","0.0730958111"
"116","-0.4698876277886263","-0.42059246007602463","0.5301123722113736","0.5794075399239753","0.0","-1.168956742762334","-0.9659241026007316","-8.84268214427138","0.0730958111"
"117","-0.4697640157128107","-0.4214767297079897","0.5302359842871893","0.5785232702920102","0.0","-1.1765052192969627","-0.9564149335568521","-8.841895127595246","0.0730958111"
"118","-0.4698056401998576","-0.4209481473661891","0.5301943598001424","0.5790518526338109","0.0","-1.1752040615814485","-0.9653805323872744","-8.842478982995624","0.0730958111"
"119","-0.4698540831712752","-0.42113850454499124","0.5301459168287248","0.5788614954550088","0.0","-1.174440032101585","-0.9637985198008865","-8.842317438985555","0.0730958111"
"120","-0.46973087136514957","-0.42170716173111","0.5302691286348504","0.57829283826889","0.0","-1.1827124910113962","-0.9537638343454302","-8.840981299144659","0.0730958111"
"121","-0.4698360854073921","-0.42087192353765207","0.5301639145926079","0.5791280764623479","0.0","-1.1764633828538744","-0.9616607715124842","-8.84181796741768","0.0730958111"
"122","-0.46969845380629116","-0.4205308791025342","0.5303015461937088","0.5794691208974658","0.0","-1.170915248503179","-0.9773839106773364","-8.84255100054822","0.0730958111"
"123","-0.46993086142653206","-0.4204613609897314","0.5300691385734679","0.5795386390102686","0.0","-1.160729826383177","-0.991980459177164","-8.843180974935684","0.0730958111"
"124","-0.46988010896407273","-0.42074009586468547","0.5301198910359273","0.5792599041353146","0.0","-1.1773927588020525","-0.9621893498879147","-8.842096674143837","0.0730958111"
"125","-0.46988836551453483","-0.4209564360234909","0.5301116344854652","0.579043563976509","0.0","-1.1765398739700763","-0.9590593127341287","-8.842103196134776","0.0730958111"
"126","-0.46998317861560074","-0.4206804706886933","0.5300168213843992","0.5793195293113067","0.0","-1.1739482433852295","-0.9595480951532532","-8.842913878934723","0.0730958111"
"127","-0.4699013790016947","-0.42060090813717954","0.5300986209983053","0.5793990918628205","0.0","-1.163299626406188","-0.97810765302543","-8.84275687481718","0.0730958111"
"128","-0.46975185625877164","-0.4213505270852364","0.5302481437412283","0.5786494729147635","0.0","-1.179157018190086","-0.96832144033906","-8.84212487588727","0.0730958111"
"129","-0.46973379029305706","-0.4212952094759333","0.5302662097069429","0.5787047905240668","0.0","-1.1826455422274509","-0.9591341555334565","-8.841742829206222","0.0730958111"
"130","-0.46996524650297955","-0.4202374956184359","0.5300347534970204","0.5797625043815642","0.0","-1.1617228820696366","-0.987449200297321","-8.842862765758245","0.0730958111"
"131","-0.4697611212816602","-0.42056216021217996","0.5302388787183399","0.57943783978782","0.0","-1.1680134589758442","-0.9771898909480253","-8.841867915557739","0.0730958111"
"132","-0.46987246984890785","-0.4206383698312382","0.5301275301510922","0.5793616301687619","0.0","-1.1674196019892225","-0.9806315419374766","-8.842165338017377","0.0730958111"
"133","-0.4697209728799017","-0.4210943616907151","0.5302790271200983","0.5789056383092849","0.0","-1.1646683887531426","-0.9771776045464902","-8.842494862764037","0.0730958111"
"134","-0.4697943358672319","-0.4210141031685448","0.5302056641327682","0.5789858968314552","0.0","-1.1732333296241062","-0.966989717606785","-8.84153610134746","0.0730958111"
"135","-0.46989723749616263","-0.42049396680580786","0.5301027625038374","0.5795060331941921","0.0","-1.1757067425261258","-0.9634073027117143","-8.842810960664703","0.0730958111"
"136","-0.4696955195628065","-0.4208823548020912","0.5303044804371935","0.5791176451979088","0.0","-1.1722594809613294","-0.9744853002585923","-8.842203716652895","0.0730958111"
"137","-0.46981310010928334","-0.42093161565867726","0.5301868998907167","0.5790683843413227","0.0","-1.1711910093146443","-0.9586391456303701","-8.84225490205557","0.0730958111"
"138","-0.47004877390456723","-0.4209323662662689","0.5299512260954328","0.579067633733731","0.0","-1.1750469690357772","-0.9627291362766058","-8.84242233794408","0.0730958111"
"139","-0.46972353800305544","-0.4210017149795725","0.5302764619969446","0.5789982850204275","0.0","-1.1746473983104888","-0.9743163209245499","-8.841795753882405","0.0730958111"
"140","-0.4698034474739253","-0.42062082668151235","0.5301965525260748","0.5793791733184877","0.0","-1.1695530896753035","-0.9607825523981872","-8.842273870574964","0.0730958111"
"141","-0.469918073122235","-0.4203829584284492","0.530081926877765","0.5796170415715508","0.0","-1.1698312866048994","-0.9671507961772858","-8.842918029324887","0.0730958111"
"142","-0.4697109770913134","-0.4208605897362463","0.5302890229086866","0.5791394102637537","0.0","-1.1790083479233862","-0.9439379375193209","-8.842439588607002","0.0730958111"
"143","-0.4700102720559991","-0.4209814768787427","0.5299897279440009","0.5790185231212572","0.0","-1.1786633283256704","-0.9477069924453997","-8.842503896947767","0.0730958111"
"144","-0.47025348901719377","-0.420705518949926","0.5297465109828062","0.579294481050074","0.0","-1.1634562274265097","-0.974748865908894","-8.842978683189056","0.0730958111"
"145","-0.47003460567926036","-0.4211181637105378","0.5299653943207396","0.5788818362894622","0.0","-1.1720810432992876","-0.9793496725224095","-8.843003652256023","0.0730958111"
"146","-0.4699281340830391","-0.4210885706734651","0.530071865916961","0.5789114293265349","0.0","-1.174291423973718","-0.9705739660567241","-8.842612412731606","0.0730958111"
"147","-0.4696043288936497","-0.4206625738134757","0.5303956711063502","0.5793374261865243","0.0","-1.1691643524911401","-0.9807963320600178","-8.841717966816255","0.0730958111"
"148","-0.4695694410019745","-0.42093241384708363","0.5304305589980255","0.5790675861529164","0.0","-1.1749741617910034","-0.9747604572059596","-8.841787478138265","0.0730958111"
"149","-0.46989220335197796","-0.4212919522010506","0.5301077966480221","0.5787080477989495","0.0","-1.1704655367176","-0.9658962358319062","-8.842282638681713","0.0730958111"
"150","-0.4695543979793925","-0.4212406049566727","0.5304456020206074","0.5787593950433273","0.0","-1.1833848796055135","-0.943561378295369","-8.841669475887413","0.0730958111"
"151","-0.46987113803667085","-0.4211559215854065","0.5301288619633291","0.5788440784145935","0.0","-1.1834293391437316","-0.9381161609763239","-8.842342844803746","0.0730958111"
"152","-0.4699544318649438","-0.4210832082458284","0.5300455681350562","0.5789167917541715","0.0","-1.1712102116076135","-0.9711105893376915","-8.842287267733017","0.0730958111"
"153","-0.46990370787622415","-0.42090452732562306","0.5300962921237758","0.5790954726743769","0.0","-1.1713459342825654","-0.9756619734869888","-8.842606524423534","0.0730958111"
"154","-0.469947691600892","-0.4210968948899887","0.530052308399108","0.5789031051100113","0.0","-1.1761729715711509","-0.9624538001646563","-8.842988411532616","0.0730958111"
"155","-0.47003890577667345","-0.42041223414392137","0.5299610942233266","0.5795877658560786","0.0","-1.165072168378267","-0.9803036699605184","-8.843310204361137","0.0730958111"
"156","-0.4700756366432468","-0.42147514205112785","0.5299243633567532","0.5785248579488722","0.0","-1.1782199215167013","-0.9681758315133632","-8.84226165772611","0.0730958111"
"157","-0.4699713508959677","-0.42177628627291447","0.5300286491040322","0.5782237137270856","0.0","-1.1840087179030592","-0.9485249879100824","-8.842197482588436","0.0730958111"
"158","-0.46978145959045986","-0.42036469835329243","0.5302185404095401","0.5796353016467075","0.0","-1.1752367740348124","-0.9696935046860072","-8.842607499424679","0.0730958111"
"159","-0.46968587838451104","-0.42075056596413163","0.530314121615489","0.5792494340358684","0.0","-1.1799966855335506","-0.9728374765470194","-8.841880206276981","0.0730958111"
"160","-0.46991291207484825","-0.42052009127728346","0.5300870879251518","0.5794799087227165","0.0","-1.166732484220689","-0.9880839579512133","-8.84282224851253","0.0730958111"
"161","-0.46982859060676335","-0.42096178878805607","0.5301714093932366","0.5790382112119439","0.0","-1.1828446806627093","-0.9413570019688184","-8.8421740665291","0.0730958111"
"162","-0.4699096672495559","-0.4207822771191184","0.530090332750444","0.5792177228808816","0.0","-1.1768220172753137","-0.9739146577118666","-8.842127709886814","0.0730958111"
"163","-0.46993736133225056","-0.4203689654226984","0.5300626386677494","0.5796310345773016","0.0","-1.1660631412363063","-0.9786314072432588","-8.842470850785569","0.0730958111"
"164","-0.46973472868449","-0.4203339945347883","0.53026527131551","0.5796660054652116","0.0","-1.1693187624966448","-0.9736612669233631","-8.841665570552147","0.0730958111"
"165","-0.47011481854271847","-0.42131026987090453","0.5298851814572816","0.5786897301290954","0.0","-1.1741692772965784","-0.9571913153029565","-8.842527208226187","0.0730958111"
"166","-0.47003465407885653","-0.4210163947059956","0.5299653459211435","0.5789836052940044","0.0","-1.1738589022105888","-0.9484497195525634","-8.842721936966196","0.0730958111"
"167","-0.46978891064332684","-0.4208727555511862","0.5302110893566732","0.5791272444488138","0.0","-1.1770197651889067","-0.974855787525667","-8.841936413482598","0.0730958111"
"168","-0.4699037154195576","-0.42084867885612076","0.5300962845804424","0.5791513211438792","0.0","-1.1733402306820422","-0.9630586141800613","-8.841781186240171","0.0730958111"
"169","-0.46959642376218835","-0.4211953352322104","0.5304035762378116","0.5788046647677896","0.0","-1.1651438420054874","-0.9759742543972285","-8.841955804714368","0.0730958111"
